"uuid","jobid","job","pid","siteid","moment","rootid","filename","parentfilename","row","message","context"
"2f5a994f-2ed9-4336-9d43-d65f72ab1b39","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionCovidETLEncounters","bhPLbo","KPNW","2020-08-15 20:07:35.776","fpy3tL","VISION_KPNW_20172018_20200814_134516/VISION_KPNW_20172018_Encounters_20200814_134516.csv","VISION_KPNW_20172018_20200814_134516.zip","","3.2","ETL"
"46d51476-c340-4a1b-be5b-c7769c755b01","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLDiagnoses","QI1rHS","KPNW","2020-08-15 20:07:03.424","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Diagnoses_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","4.1","ETL"
"cd48bb1d-79a7-4b58-8448-3d9f1a5fb95b","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLDiagnoses","QI1rHS","KPNW","2020-08-15 20:06:58.389","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Diagnoses_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","4.0","ETL"
"642f063a-4740-48e5-a9b2-5023ebb04eb9","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETL","LwmimK","KPNW","2020-08-15 20:06:58.35","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","3","ETL-STEP"
"228af334-8037-495b-83de-7a62f1722f1e","VISION_d1099793-7ab3-4daf-9077-cf8f8a998595","VisionCovidETLEncounters","I8vpE5","","2020-08-15 20:06:58.347","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","218344","RECORDCOUNT"
"7182320a-f37c-4625-9b52-a52e90feaac2","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLEncounters","I8vpE5","KPNW","2020-08-15 20:06:58.338","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","3.4","ETL"
"5d7db34b-ef54-434f-8c1b-da1fb1e35e30","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLEncounters","I8vpE5","KPNW","2020-08-15 20:06:58.337","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","Success! Copyied records from temp to perm for  Site: KPNW Season: 20162017","ETL"
"74288e69-a028-4a96-b33e-51bc5afba409","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLEncounters","I8vpE5","KPNW","2020-08-15 20:06:52.526","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","Copying data from vision_flu_encounters_temp to vision_flu_encounters","ETL"
"d402ff92-de3a-4397-9ec4-46fb1f4288f3","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLEncounters","I8vpE5","KPNW","2020-08-15 20:06:51.7","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","3.3","ETL"
"8f6ef6eb-a583-4c1c-a254-270ae932d80b","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLDiagnoses","bBzHow","KPNW","2020-08-15 20:06:44.609","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Diagnoses_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","4.1","ETL"
"062f1b36-388a-4594-85e9-e1f2ef91f7cf","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLDiagnoses","bBzHow","KPNW","2020-08-15 20:06:39.391","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Diagnoses_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","4.0","ETL"
"8f1490c4-8cb1-4140-a158-78410cce7a96","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETL","8mYI64","KPNW","2020-08-15 20:06:39.351","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","3","ETL-STEP"
"6b1a118c-2551-462d-af85-86dcba95fed9","VISION_c35f5b44-7fea-43a7-9a12-d68dbe1aaa0a","VisionCovidETLEncounters","EkUQcu","","2020-08-15 20:06:39.347","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","211265","RECORDCOUNT"
"7e530adc-1329-44e0-9e4d-db8c3efbbd76","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLEncounters","EkUQcu","KPNW","2020-08-15 20:06:39.337","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","3.4","ETL"
"ff572f45-5833-4ba6-a17e-05e7c1fb405a","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLEncounters","EkUQcu","KPNW","2020-08-15 20:06:39.336","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","Success! Copyied records from temp to perm for  Site: KPNW Season: 20142015","ETL"
"79f299db-cb45-4be8-b1d0-860fb5ca7e67","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLEncounters","I8vpE5","KPNW","2020-08-15 20:06:33.533","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","3.2","ETL"
"af724fc2-13dd-42a1-93b7-55969926127a","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLEncounters","EkUQcu","KPNW","2020-08-15 20:06:32.837","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","Copying data from vision_flu_encounters_temp to vision_flu_encounters","ETL"
"90c6c05e-a0ed-41d2-a999-ad4dd0560986","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLEncounters","EkUQcu","KPNW","2020-08-15 20:06:31.987","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","3.3","ETL"
"f5e9257f-cfd4-4c3f-9c7b-5039f71b0947","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLDiagnoses","9NzrT0","KPNW","2020-08-15 20:06:27.26","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Diagnoses_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","4.1","ETL"
"79ccd662-6b91-440d-8cfc-a6d19f09aec5","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLDiagnoses","9NzrT0","KPNW","2020-08-15 20:06:22.981","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Diagnoses_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","4.0","ETL"
"9e63d20d-5279-4858-bdaa-265ce4d6c649","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETL","LADuED","KPNW","2020-08-15 20:06:22.918","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","3","ETL-STEP"
"733688a0-8dc6-4373-a69c-9e7c154c5975","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","","2020-08-15 20:06:22.913","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","180035","RECORDCOUNT"
"6b521b85-f019-43c3-a8b9-dd0e9a6b31e6","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","KPNW","2020-08-15 20:06:22.898","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","3.4","ETL"
"705a2c27-9f21-4d41-beea-74a05cac48e6","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","KPNW","2020-08-15 20:06:22.897","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","Success! Copyied records from temp to perm for  Site: KPNW Season: 20122013","ETL"
"980b129f-6413-4746-99a2-4b08730f50b7","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","KPNW","2020-08-15 20:06:18.157","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","Copying data from vision_flu_encounters_temp to vision_flu_encounters","ETL"
"2d927b52-3680-487c-86f6-d8aaf64c9641","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","KPNW","2020-08-15 20:06:17.454","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","3.3","ETL"
"f9bb1baf-f996-4b59-9335-19fb7707c0fa","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLEncounters","EkUQcu","KPNW","2020-08-15 20:06:15.077","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","3.2","ETL"
"41eae809-8e54-4ea4-a7d5-6e4718ec08c6","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","KPNW","2020-08-15 20:06:03.52","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","3.2","ETL"
"4a1bb4b8-faab-4a98-bce2-ae9a820c6cd9","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionCovidETLEncounters","bhPLbo","KPNW","2020-08-15 20:04:17.579","fpy3tL","VISION_KPNW_20172018_20200814_134516/VISION_KPNW_20172018_Encounters_20200814_134516.csv","VISION_KPNW_20172018_20200814_134516.zip","","3.1","ETL"
"14b1c368-f818-4520-894d-2235204c3309","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLEncounters","EkUQcu","KPNW","2020-08-15 20:04:16.347","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","3.1","ETL"
"d270e0af-2df1-4080-b954-f97a84b32dcc","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionCovidETLEncounters","SmOdDf","KPNW","2020-08-15 20:04:14.831","ZbeCdE","VISION_KPNW_20132014_20200814_134516/VISION_KPNW_20132014_Encounters_20200814_134516.csv","VISION_KPNW_20132014_20200814_134516.zip","","3.1","ETL"
"282a6323-f062-4e1e-b9be-c594523649b6","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLEncounters","I8vpE5","KPNW","2020-08-15 20:04:14.638","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","3.1","ETL"
"c6e7fbe0-ca51-4a50-bae5-313ff2fde9a1","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","KPNW","2020-08-15 20:04:13.919","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","3.1","ETL"
"af9a2c11-a191-482a-9ff8-8d998dfa2c16","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionCovidETLEncounters","bhPLbo","KPNW","2020-08-15 20:04:06.49","fpy3tL","VISION_KPNW_20172018_20200814_134516/VISION_KPNW_20172018_Encounters_20200814_134516.csv","VISION_KPNW_20172018_20200814_134516.zip","","3.0","ETL"
"d7019a3b-8439-409c-86c4-4ff3422db9af","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETLEncounters","EkUQcu","KPNW","2020-08-15 20:04:06.423","8mYI64","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","3.0","ETL"
"5d8202d7-78db-48f5-ae2f-c8afb1145b2f","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionCovidETL","fpy3tL","KPNW","2020-08-15 20:04:06.331","fpy3tL","VISION_KPNW_20172018_20200814_134516.zip","VISION_KPNW_20172018_20200814_134516.zip","","2","ETL-STEP"
"8a712ca1-39e8-4273-b3e6-3ce5449b31aa","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionCovidETL","fpy3tL","KPNW","2020-08-15 20:04:06.33","fpy3tL","VISION_KPNW_20172018_20200814_134516.zip","VISION_KPNW_20172018_20200814_134516.zip","","1","ETL-STEP"
"bad503d9-fdb2-4681-9d0b-43c940a2248c","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionCovidETL","fpy3tL","KPNW","2020-08-15 20:04:06.322","fpy3tL","VISION_KPNW_20172018_20200814_134516.zip","VISION_KPNW_20172018_20200814_134516.zip","","Resuming ETL Job for VISION_b1667e6f-e458-495f-b4f5-a78412ce2dd7","ETL-RESTART"
"ef222626-ddae-48a1-87e5-119024686f4a","VISION_b1667e6f-e458-495f-b4f5-a78412ce2dd7","VisionCovidETL","fpy3tL","KPNW","2020-08-15 20:04:06.32","fpy3tL","VISION_KPNW_20172018_20200814_134516.zip","VISION_KPNW_20172018_20200814_134516.zip","","COMPLETE","ETL-STEP"
"927357e3-cf48-4db4-8c96-ebe14a7618a6","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionETLUnzipS3File","iXyFPe","","2020-08-15 20:04:06.304","fpy3tL","VISION_KPNW_20172018_20200814_134516.zip","VISION_KPNW_20172018_20200814_134516.zip","","Unzipping file - END","ETL"
"b365ae0b-73e3-4c96-8806-5d62fe32941e","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETL","8mYI64","KPNW","2020-08-15 20:04:06.296","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","2","ETL-STEP"
"fc32c796-ef3e-46f7-8bd3-09b991556569","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETL","8mYI64","KPNW","2020-08-15 20:04:06.294","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","1","ETL-STEP"
"338fa308-3ff8-40cf-805a-07a0d56cc76c","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETL","8mYI64","KPNW","2020-08-15 20:04:06.287","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","Resuming ETL Job for VISION_4638e3e4-c7ae-44a1-bece-da651180592f","ETL-RESTART"
"aa679948-d5f7-4777-a2e6-8c46c8688d72","VISION_4638e3e4-c7ae-44a1-bece-da651180592f","VisionCovidETL","8mYI64","KPNW","2020-08-15 20:04:06.285","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","COMPLETE","ETL-STEP"
"cfee803b-aecd-40c8-9ca5-d4fe6dbc702a","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionETLUnzipS3File","T9odqG","","2020-08-15 20:04:06.18","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","Unzipping file - END","ETL"
"dd600699-b037-43a1-aaf4-4119693ab71c","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionCovidETLEncounters","SmOdDf","KPNW","2020-08-15 20:04:05.311","ZbeCdE","VISION_KPNW_20132014_20200814_134516/VISION_KPNW_20132014_Encounters_20200814_134516.csv","VISION_KPNW_20132014_20200814_134516.zip","","3.0","ETL"
"9f6cbc24-b1e1-4534-9a65-a54eec6c6421","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETLEncounters","XKVoQj","KPNW","2020-08-15 20:04:04.835","LADuED","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","3.0","ETL"
"a2dede98-ae44-4265-a6fc-ba9ff7a3b312","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionCovidETL","ZbeCdE","KPNW","2020-08-15 20:04:04.822","ZbeCdE","VISION_KPNW_20132014_20200814_134516.zip","VISION_KPNW_20132014_20200814_134516.zip","","2","ETL-STEP"
"7755fdcb-2afa-44da-96d1-bf74e0a9f6cd","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionCovidETL","ZbeCdE","KPNW","2020-08-15 20:04:04.82","ZbeCdE","VISION_KPNW_20132014_20200814_134516.zip","VISION_KPNW_20132014_20200814_134516.zip","","1","ETL-STEP"
"f226b51a-f0bd-4f46-81bd-39c9645b021a","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionCovidETL","ZbeCdE","KPNW","2020-08-15 20:04:04.812","ZbeCdE","VISION_KPNW_20132014_20200814_134516.zip","VISION_KPNW_20132014_20200814_134516.zip","","Resuming ETL Job for VISION_e1676ae0-1168-4246-9a9b-4e31210d0bd9","ETL-RESTART"
"f4db4a03-209a-4df2-a133-fa8bfafeeb6b","VISION_e1676ae0-1168-4246-9a9b-4e31210d0bd9","VisionCovidETL","ZbeCdE","KPNW","2020-08-15 20:04:04.81","ZbeCdE","VISION_KPNW_20132014_20200814_134516.zip","VISION_KPNW_20132014_20200814_134516.zip","","COMPLETE","ETL-STEP"
"197b78f7-1be2-4fcf-944f-b2e7e849230d","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionETLUnzipS3File","sGRUYx","","2020-08-15 20:04:04.792","ZbeCdE","VISION_KPNW_20132014_20200814_134516.zip","VISION_KPNW_20132014_20200814_134516.zip","","Unzipping file - END","ETL"
"ddb97ba7-f702-47fc-98ed-c2b7a588b8ef","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETL","LADuED","KPNW","2020-08-15 20:04:04.791","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","2","ETL-STEP"
"d3eebfbe-3416-4446-8fd7-78c3105af552","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETL","LADuED","KPNW","2020-08-15 20:04:04.789","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","1","ETL-STEP"
"773148c6-0edc-46ae-8a98-35f4d01d48f9","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETL","LADuED","KPNW","2020-08-15 20:04:04.783","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","Resuming ETL Job for VISION_40526346-a66b-4f30-977f-c39be52d9309","ETL-RESTART"
"658ec624-58dc-452e-aa6a-484a3e516993","VISION_40526346-a66b-4f30-977f-c39be52d9309","VisionCovidETL","LADuED","KPNW","2020-08-15 20:04:04.781","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","COMPLETE","ETL-STEP"
"03a21699-0138-437d-998f-2fa24d2ac961","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionETLUnzipS3File","Un4AgB","","2020-08-15 20:04:04.45","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","Unzipping file - END","ETL"
"21268877-8eb1-49cb-813e-034310613deb","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETLEncounters","I8vpE5","KPNW","2020-08-15 20:04:04.181","LwmimK","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","3.0","ETL"
"6fab6b14-f61d-4422-91be-faa07275b26a","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETL","LwmimK","KPNW","2020-08-15 20:04:04.079","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","2","ETL-STEP"
"6f4c173b-ce42-46e2-b959-f8b2d2080684","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETL","LwmimK","KPNW","2020-08-15 20:04:04.077","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","1","ETL-STEP"
"496faabb-25c8-4eca-b374-49960d7f55e7","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETL","LwmimK","KPNW","2020-08-15 20:04:04.068","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","Resuming ETL Job for VISION_bd86f5ef-7fd5-45c6-97fd-63b250eecf42","ETL-RESTART"
"71115717-3dc8-4011-a197-0c2d14f32c7f","VISION_bd86f5ef-7fd5-45c6-97fd-63b250eecf42","VisionCovidETL","LwmimK","KPNW","2020-08-15 20:04:04.066","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","COMPLETE","ETL-STEP"
"182854f4-e445-4a65-b233-fc8d1b4cfe3f","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionETLUnzipS3File","SzE7c7","","2020-08-15 20:04:04.052","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","Unzipping file - END","ETL"
"55eb16d7-593b-4bc8-8783-1290c68d2516","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionETLUnzipS3File","T9odqG","","2020-08-15 20:04:01.413","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","Unzipping file - START","ETL"
"72cf70b3-5570-4f8f-b2ab-c1ed909aa0e5","VISION_1bce5a50-b67c-43f0-8141-61f1ee1ec35e","VisionCovidETL","8mYI64","KPNW","2020-08-15 20:04:01.229","8mYI64","VISION_KPNW_20142015_20200814_134516.zip","VISION_KPNW_20142015_20200814_134516.zip","","0","ETL-STEP"
"a835d346-206b-40de-80af-1df2ab0232d2","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionETLUnzipS3File","iXyFPe","","2020-08-15 20:04:01.183","fpy3tL","VISION_KPNW_20172018_20200814_134516.zip","VISION_KPNW_20172018_20200814_134516.zip","","Unzipping file - START","ETL"
"645a96dc-48db-4d6f-867a-39f5f1428464","VISION_e7814214-6686-48f8-8b7b-30f5ca86f5cd","VisionCovidETL","fpy3tL","KPNW","2020-08-15 20:04:01.113","fpy3tL","VISION_KPNW_20172018_20200814_134516.zip","VISION_KPNW_20172018_20200814_134516.zip","","0","ETL-STEP"
"e163ef56-9e71-438a-bc9a-769c86b7feb6","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionETLUnzipS3File","sGRUYx","","2020-08-15 20:04:00.389","ZbeCdE","VISION_KPNW_20132014_20200814_134516.zip","VISION_KPNW_20132014_20200814_134516.zip","","Unzipping file - START","ETL"
"265cfdfd-0cc1-4778-8e3a-a649bee5d7c0","VISION_72685835-5080-4555-839d-83d3515b6b14","VisionCovidETL","ZbeCdE","KPNW","2020-08-15 20:04:00.317","ZbeCdE","VISION_KPNW_20132014_20200814_134516.zip","VISION_KPNW_20132014_20200814_134516.zip","","0","ETL-STEP"
"c4c99769-3eba-402f-909c-cdbaa85f7a30","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionETLUnzipS3File","SzE7c7","","2020-08-15 20:03:59.516","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","Unzipping file - START","ETL"
"92f04f82-9fbc-4767-9cb8-265607a91403","VISION_91029d11-6b81-44e6-85cf-df6815c4091b","VisionCovidETL","LwmimK","KPNW","2020-08-15 20:03:59.449","LwmimK","VISION_KPNW_20162017_20200814_134516.zip","VISION_KPNW_20162017_20200814_134516.zip","","0","ETL-STEP"
"0a0a7057-b0ba-4112-924f-ba9a04574766","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionETLUnzipS3File","Un4AgB","","2020-08-15 20:03:59.433","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","Unzipping file - START","ETL"
"b5611c5e-632c-48db-a33a-2c67603500b6","VISION_4507640b-67fe-4900-b77c-3a74317dd805","VisionCovidETL","LADuED","KPNW","2020-08-15 20:03:59.366","LADuED","VISION_KPNW_20122013_20200814_134516.zip","VISION_KPNW_20122013_20200814_134516.zip","","0","ETL-STEP"
"55df540d-0459-4cee-80ce-23e1380f2e3c","VISION_bd86f5ef-7fd5-45c6-97fd-63b250eecf42","VisionCovidETLEncounters","smKTAg","KPNW","2020-08-15 20:02:52.032","CPtm3V","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","3.1","ETL"
"3c95081e-b187-4ffd-855d-89cfd62154ca","VISION_4638e3e4-c7ae-44a1-bece-da651180592f","VisionCovidETLEncounters","DkiPAz","KPNW","2020-08-15 20:02:48.588","IU69vU","VISION_KPNW_20142015_20200814_134516/VISION_KPNW_20142015_Encounters_20200814_134516.csv","VISION_KPNW_20142015_20200814_134516.zip","","3.1","ETL"
"9a8e6bd0-a107-4144-8bbb-1981259087c6","VISION_e1676ae0-1168-4246-9a9b-4e31210d0bd9","VisionCovidETLEncounters","Hib6xs","KPNW","2020-08-15 20:02:46.148","qvTwIf","VISION_KPNW_20132014_20200814_134516/VISION_KPNW_20132014_Encounters_20200814_134516.csv","VISION_KPNW_20132014_20200814_134516.zip","","3.1","ETL"
"03261438-b6cd-4251-b75a-7b66b29121d1","VISION_40526346-a66b-4f30-977f-c39be52d9309","VisionCovidETLEncounters","5jPHif","KPNW","2020-08-15 20:02:45.865","HQSn7U","VISION_KPNW_20122013_20200814_134516/VISION_KPNW_20122013_Encounters_20200814_134516.csv","VISION_KPNW_20122013_20200814_134516.zip","","3.1","ETL"
"db38b9bb-47e4-44e6-b4e7-4f80e78eadba","VISION_bd86f5ef-7fd5-45c6-97fd-63b250eecf42","VisionCovidETLEncounters","smKTAg","KPNW","2020-08-15 20:02:41.608","CPtm3V","VISION_KPNW_20162017_20200814_134516/VISION_KPNW_20162017_Encounters_20200814_134516.csv","VISION_KPNW_20162017_20200814_134516.zip","","3.0","ETL"
